Attachement A8 - for n=5

The algorithm run with parametr for dimension equal to: 5
The number of found EA-equivalent classes: 2
The found EA-equivalent classes are:
The class number: 1
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 13, 21, 0, 25, 15, 11, 8, 14, 8, 19, 24, 2, 1, 6],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 13, 21, 5, 28, 10, 14, 3, 5, 3, 24, 22, 12, 15, 8],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 13, 21, 8, 17, 7, 3, 30, 24, 30, 5, 6, 28, 31, 24],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 13, 21, 12, 21, 3, 7, 22, 16, 22, 13, 10, 16, 19, 20],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 13, 21, 13, 20, 2, 6, 0, 6, 0, 27, 29, 7, 4, 3],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 13, 21, 25, 0, 22, 18, 11, 13, 11, 16, 2, 24, 27, 28],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 16, 8, 5, 28, 23, 19, 8, 14, 21, 14, 29, 7, 25, 30],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 16, 8, 16, 9, 2, 6, 21, 19, 8, 19, 21, 15, 17, 22],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 16, 8, 17, 8, 3, 7, 3, 5, 30, 5, 2, 24, 6, 1],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 16, 8, 20, 13, 6, 2, 29, 27, 0, 27, 25, 3, 29, 26],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 16, 8, 25, 0, 11, 15, 0, 6, 29, 6, 9, 19, 13, 10],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 16, 8, 28, 5, 14, 10, 11, 13, 22, 13, 7, 29, 3, 4],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 18, 10, 3, 26, 19, 23, 10, 12, 21, 14, 25, 3, 31, 24],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 18, 10, 7, 30, 23, 19, 2, 4, 29, 6, 21, 15, 19, 20],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 18, 10, 8, 17, 24, 28, 31, 25, 0, 27, 7, 29, 1, 6],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 18, 10, 12, 21, 28, 24, 1, 7, 30, 5, 29, 7, 27, 28],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 18, 10, 13, 20, 29, 25, 20, 18, 11, 16, 9, 19, 15, 8],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 18, 10, 27, 2, 11, 15, 9, 15, 22, 13, 2, 24, 4, 3],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 21, 13, 0, 25, 23, 19, 30, 24, 6, 29, 14, 20, 15, 8],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 21, 13, 5, 28, 18, 22, 0, 6, 24, 3, 21, 15, 20, 19],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 21, 13, 16, 9, 7, 3, 10, 12, 18, 9, 10, 16, 11, 12],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 21, 13, 17, 8, 6, 2, 31, 25, 7, 28, 30, 4, 31, 24],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 21, 13, 20, 13, 3, 7, 8, 14, 16, 11, 12, 22, 13, 10],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 21, 13, 28, 5, 11, 15, 20, 18, 12, 23, 24, 2, 25, 30],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 22, 14, 3, 26, 23, 19, 21, 19, 14, 21, 6, 28, 4, 3],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 27, 3, 0, 25, 25, 29, 22, 16, 0, 27, 6, 28, 9, 14],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 27, 3, 5, 28, 28, 24, 11, 13, 29, 6, 30, 4, 17, 22],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 27, 3, 11, 18, 18, 22, 21, 19, 3, 24, 14, 20, 1, 6],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 27, 3, 23, 14, 14, 10, 30, 24, 8, 19, 25, 3, 22, 17],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 27, 3, 27, 2, 2, 6, 29, 27, 11, 16, 22, 12, 25, 30],
[0, 12, 3, 18, 8, 24, 18, 31, 3, 12, 22, 4, 0, 19, 12, 2, 27, 30, 27, 3, 31, 6, 6, 2, 3, 5, 21, 14, 12, 22, 3, 4],
[0, 13, 11, 28, 11, 10, 18, 9, 25, 19, 1, 17, 20, 18, 30, 2, 30, 23, 8, 27, 2, 7, 6, 25, 2, 12, 7, 19, 24, 26, 15, 23],
[0, 13, 11, 28, 11, 10, 18, 9, 25, 19, 1, 17, 20, 18, 30, 2, 30, 23, 8, 27, 5, 0, 1, 30, 12, 2, 9, 29, 17, 19, 6, 30],
[0, 13, 11, 28, 11, 10, 18, 9, 25, 19, 1, 17, 20, 18, 30, 2, 30, 23, 8, 27, 6, 3, 2, 29, 5, 11, 0, 20, 27, 25, 12, 20],
[0, 13, 11, 28, 11, 10, 18, 9, 25, 19, 1, 17, 20, 18, 30, 2, 30, 23, 8, 27, 9, 12, 13, 18, 24, 22, 29, 9, 9, 11, 30, 6],
[0, 13, 11, 28, 11, 10, 18, 9, 25, 19, 1, 17, 20, 18, 30, 2, 30, 23, 8, 27, 14, 11, 10, 21, 11, 5, 14, 26, 29, 31, 10, 18],
[0, 13, 11, 28, 11, 10, 18, 9, 25, 19, 1, 17, 20, 18, 30, 2, 30, 23, 8, 27, 27, 30, 31, 0, 31, 17, 26, 14, 28, 30, 11, 19],
[0, 13, 11, 28, 11, 10, 18, 9, 25, 19, 1, 17, 20, 18, 30, 2, 30, 23, 22, 5, 2, 7, 24, 7, 11, 5, 16, 4, 17, 19, 24, 0],
[0, 13, 11, 28, 11, 10, 18, 9, 25, 19, 1, 17, 20, 18, 30, 2, 30, 23, 22, 5, 5, 0, 31, 0, 15, 1, 20, 0, 18, 16, 27, 3],
[0, 13, 11, 28, 11, 10, 18, 9, 25, 19, 1, 17, 20, 18, 30, 2, 30, 23, 22, 5, 6, 3, 28, 3, 28, 18, 7, 19, 2, 0, 11, 19],
